year,modified_currency,rate_to_pounds,source,notes
1861,thai baht,7.68598557988,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1862,thai baht,7.60779650989,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1863,thai baht,7.61554375685,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1864,thai baht,7.61554375685,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1865,thai baht,7.65451788048,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1866,thai baht,7.64669117508,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1867,thai baht,7.71771307454,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1868,thai baht,7.72568591862,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1869,thai baht,7.73367525256,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1870,thai baht,7.71771307454,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1871,thai baht,7.72568591862,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1872,thai baht,7.74970359505,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1873,thai baht,7.89700524733,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1874,thai baht,8.01550264654,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1875,thai baht,8.22894362811,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1876,thai baht,8.81894335993,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1877,thai baht,8.52927003789,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1878,thai baht,8.88600756799,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1879,thai baht,9.12898433743,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1880,thai baht,8.93697893072,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1881,thai baht,9.02324320611,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1882,thai baht,9.02324320611,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1883,thai baht,9.23,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1884,thai baht,9.57,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1885,thai baht,10,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1886,thai baht,10.2952422484,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1887,thai baht,10.4799102708,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1888,thai baht,10.8951980904,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1889,thai baht,10.9,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1890,thai baht,10,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1891,thai baht,10.67,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1892,thai baht,12.1,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1893,thai baht,12.9,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1894,thai baht,16.67,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1895,thai baht,15.6,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1896,thai baht,16.67,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1897,thai baht,16.67,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1898,thai baht,17.4,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1899,thai baht,17.1,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1900,thai baht,16.75,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1901,thai baht,17.3,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1902,thai baht,19.3,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1903,thai baht,18.2291666667,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1904,thai baht,16.6975,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1905,thai baht,16.5583333333,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1906,thai baht,15.3333333333,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1907,thai baht,13.5,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1908,thai baht,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1909,thai baht,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1910,thai baht,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1911,thai baht,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1912,thai baht,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1913,thai baht,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1914,thai baht,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1915,thai baht,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1916,thai baht,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1917,thai baht,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1918,thai baht,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1919,thai baht,11.27,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1920,thai baht,9.54,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1921,thai baht,9.54,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1922,thai baht,11,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1923,thai baht,11,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1924,thai baht,12.5,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1925,thai baht,12.5,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",Use Thai Tical exchange rate
1926,thai baht,10.808083325,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1927,thai baht,10.7617961329,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1928,thai baht,10.7623246975,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1929,thai baht,10.8804370073,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1930,thai baht,11.0445842231,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1931,thai baht,10.2114911061,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1932,thai baht,9.69432117237,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1933,thai baht,10.904288636,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1934,thai baht,10.912076257,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1935,thai baht,10.9091480512,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1936,thai baht,10.9281096987,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1937,thai baht,10.9275115864,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1938,thai baht,10.9083853956,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1939,thai baht,10.899069199,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1850,thai tical,7.65451788048,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1851,thai tical,7.66236062421,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1852,thai tical,7.72568591862,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1853,thai tical,7.60006500937,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1854,thai tical,7.60006500937,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1855,thai tical,7.62330679839,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1856,thai tical,7.62330679839,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1857,thai tical,7.56929551541,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1858,thai tical,7.62330679839,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1859,thai tical,7.53118224494,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1860,thai tical,7.57696450783,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1861,thai tical,7.68598557988,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1862,thai tical,7.60779650989,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1863,thai tical,7.61554375685,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1864,thai tical,7.61554375685,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1865,thai tical,7.65451788048,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1866,thai tical,7.64669117508,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1867,thai tical,7.71771307454,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1868,thai tical,7.72568591862,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1869,thai tical,7.73367525256,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1870,thai tical,7.71771307454,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1871,thai tical,7.72568591862,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1872,thai tical,7.74970359505,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1873,thai tical,7.89700524733,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1874,thai tical,8.01550264654,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1875,thai tical,8.22894362811,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1876,thai tical,8.81894335993,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1877,thai tical,8.52927003789,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1878,thai tical,8.88600756799,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1879,thai tical,9.12898433743,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1880,thai tical,8.93697893072,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1881,thai tical,9.02324320611,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1882,thai tical,9.02324320611,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1883,thai tical,9.23,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1884,thai tical,9.57,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1885,thai tical,10,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1886,thai tical,10.2952422484,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1887,thai tical,10.4799102708,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1888,thai tical,10.8951980904,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1889,thai tical,10.9,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1890,thai tical,10,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1891,thai tical,10.67,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1892,thai tical,12.1,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1893,thai tical,12.9,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1894,thai tical,16.67,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1895,thai tical,15.6,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1896,thai tical,16.67,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1897,thai tical,16.67,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1898,thai tical,17.4,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1899,thai tical,17.1,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1900,thai tical,16.75,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1901,thai tical,17.3,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1902,thai tical,19.3,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1903,thai tical,18.2291666667,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1904,thai tical,16.6975,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1905,thai tical,16.5583333333,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1906,thai tical,15.3333333333,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1907,thai tical,13.5,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1908,thai tical,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1909,thai tical,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1910,thai tical,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1911,thai tical,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1912,thai tical,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1913,thai tical,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1914,thai tical,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1915,thai tical,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1916,thai tical,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1917,thai tical,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1918,thai tical,13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1919,thai tical,11.27,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1920,thai tical,9.54,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1921,thai tical,9.54,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1922,thai tical,11,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1923,thai tical,11,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1926,thai tical,10.808083325,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1927,thai tical,10.7617961329,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1928,thai tical,10.7623246975,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1929,thai tical,10.8804370073,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1930,thai tical,11.0445842231,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1931,thai tical,10.2114911061,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1932,thai tical,9.69432117237,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1933,thai tical,10.904288636,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1934,thai tical,10.912076257,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1935,thai tical,10.9091480512,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1936,thai tical,10.9281096987,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1937,thai tical,10.9275115864,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1938,thai tical,10.9083853956,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1939,thai tical,10.899069199,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1837,tunisian piastre,29.9023529412,"Extraits d'Avis Divers, XXXIV, Juin 1838.",
1839,tunisian piastre,31.8303797468,Bulletin du Ministère de l'agriculture et du commerce. 2ème série des Avis divers. Mars 1841. BNF : 8-LC5-71 1841(SER2),
1925,turkish lira,9.11132075472,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1926,turkish lira,9.28871892925,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1927,turkish lira,9.47563352827,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1928,turkish lira,9.54117647059,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1929,turkish lira,10.0764043154,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1930,turkish lira,10.3133956164,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1931,turkish lira,9.58251413408,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1932,turkish lira,7.4028006186,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1933,turkish lira,7.01610500466,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1934,turkish lira,6.36703802185,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1935,turkish lira,6.1672781524,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1936,turkish lira,6.25224308472,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1937,turkish lira,6.25822159734,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1938,turkish lira,6.15975547701,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1939,turkish lira,5.66420173158,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1816,turkish piastre,19,"Currency_Denzel (2010), 393-395.",Constantinople on London
1817,turkish piastre,32,"Currency_Denzel (2010), 393-395.",Constantinople on London
1818,turkish piastre,32,"Currency_Denzel (2010), 393-395.",Constantinople on London
1819,turkish piastre,32,"Currency_Denzel (2010), 393-395.",Constantinople on London
1820,turkish piastre,32,"Currency_Denzel (2010), 393-395.",Constantinople on London
1822,turkish piastre,40,"Currency_Denzel (2010), 393-395.",Constantinople on London
1825,turkish piastre,53.5,"Currency_Denzel (2010), 393-395.",Constantinople on London
1826,turkish piastre,58.15,"Currency_Denzel (2010), 393-395.",Constantinople on London
1827,turkish piastre,60.8,"Currency_Denzel (2010), 393-395.",Constantinople on London
1828,turkish piastre,60.55,"Currency_Denzel (2010), 393-395.",Constantinople on London
1829,turkish piastre,69.16,"Currency_Denzel (2010), 393-395.",Constantinople on London
1830,turkish piastre,76.7,"Currency_Denzel (2010), 393-395.",Constantinople on London
1831,turkish piastre,81.28,"Currency_Denzel (2010), 393-395.",Constantinople on London
1832,turkish piastre,88.95,"Currency_Denzel (2010), 393-395.",Constantinople on London
1833,turkish piastre,95.93,"Currency_Denzel (2010), 393-395.",Constantinople on London
1834,turkish piastre,97.3,"Currency_Denzel (2010), 393-395.",Constantinople on London
1835,turkish piastre,99.45,"Currency_Denzel (2010), 393-395.",Constantinople on London
1836,turkish piastre,100.44,"Currency_Denzel (2010), 393-395.",Constantinople on London
1837,turkish piastre,106.9,"Currency_Denzel (2010), 393-395.",Constantinople on London
1838,turkish piastre,104,"Currency_Denzel (2010), 393-395.",Constantinople on London
1839,turkish piastre,104.03,"Currency_Denzel (2010), 393-395.",Constantinople on London
1840,turkish piastre,108.85,"Currency_Denzel (2010), 393-395.",Constantinople on London
1841,turkish piastre,111.05,"Currency_Denzel (2010), 393-395.",Constantinople on London
1842,turkish piastre,116.73,"Currency_Denzel (2010), 393-395.",Constantinople on London
1843,turkish piastre,113.2,"Currency_Denzel (2010), 393-395.",Constantinople on London
1844,turkish piastre,109.03,"Currency_Denzel (2010), 393-395.",Constantinople on London
1849,turkish piastre,112,"Currency_Denzel (2010), 393-395.",Constantinople on London
1850,turkish piastre,110.75,"Currency_Denzel (2010), 393-395.",Constantinople on London
1852,turkish piastre,117.5,"Currency_Denzel (2010), 393-395.",Use exchange rate in 1853.
1853,turkish piastre,117.5,"Currency_Denzel (2010), 393-395.",Constantinople on London
1855,turkish piastre,115.3,"Currency_Denzel (2010), 393-395.",Constantinople on London
1862,turkish piastre,124.88,"Currency_Denzel (2010), 393-395.",Constantinople on London
1863,turkish piastre,125.66,"Currency_Denzel (2010), 393-395.",Constantinople on London
1864,turkish piastre,128.5,"Currency_Denzel (2010), 393-395.",Constantinople on London
1868,turkish piastre,108.79,"Currency_Denzel (2010), 393-395.",Constantinople on London
1869,turkish piastre,109.61,"Currency_Denzel (2010), 393-395.",Constantinople on London
1870,turkish piastre,110.13,"Currency_Denzel (2010), 393-395.",Constantinople on London
1871,turkish piastre,109.81,"Currency_Denzel (2010), 393-395.",Constantinople on London
1873,turkish piastre,110.37,"Currency_Denzel (2010), 393-395.",Constantinople on London
1874,turkish piastre,110.37,"Currency_Denzel (2010), 393-395.",Constantinople on London
1875,turkish piastre,110.74,"Currency_Denzel (2010), 393-395.",Constantinople on London
1876,turkish piastre,110.07,"Currency_Denzel (2010), 393-395.",Constantinople on London
1877,turkish piastre,109.21,"Currency_Denzel (2010), 393-395.",Constantinople on London
1878,turkish piastre,108.86,"Currency_Denzel (2010), 393-395.",Constantinople on London
1879,turkish piastre,109.35,"Currency_Denzel (2010), 393-395.",Constantinople on London
1880,turkish piastre,109.83,"Currency_Denzel (2010), 393-395.",Constantinople on London
1881,turkish piastre,109.31,"Currency_Denzel (2010), 393-395.",Constantinople on London
1882,turkish piastre,110.15,"Currency_Denzel (2010), 393-395.",Constantinople on London
1883,turkish piastre,109.81,"Currency_Denzel (2010), 393-395.",Constantinople on London
1884,turkish piastre,110.12,"Currency_Denzel (2010), 393-395.",Constantinople on London
1885,turkish piastre,110.26,"Currency_Denzel (2010), 393-395.",Constantinople on London
1886,turkish piastre,110.58,"Currency_Denzel (2010), 393-395.",Constantinople on London
1887,turkish piastre,110.94,"Currency_Denzel (2010), 393-395.",Constantinople on London
1888,turkish piastre,110.85,"Currency_Denzel (2010), 393-395.",Constantinople on London
1889,turkish piastre,109.54,"Currency_Denzel (2010), 393-395.",Constantinople on London
1890,turkish piastre,108.97,"Currency_Denzel (2010), 393-395.",Constantinople on London
1891,turkish piastre,109.38,"Currency_Denzel (2010), 393-395.",Constantinople on London
1892,turkish piastre,110.01,"Currency_Denzel (2010), 393-395.",Constantinople on London
1893,turkish piastre,109.97,"Currency_Denzel (2010), 393-395.",Constantinople on London
1894,turkish piastre,110.77,"Currency_Denzel (2010), 393-395.",Constantinople on London
1895,turkish piastre,110.89,"Currency_Denzel (2010), 393-395.",Constantinople on London
1896,turkish piastre,110.02,"Currency_Denzel (2010), 393-395.",Constantinople on London
1897,turkish piastre,109.79,"Currency_Denzel (2010), 393-395.",Constantinople on London
1898,turkish piastre,110.24,"Currency_Denzel (2010), 393-395.",Constantinople on London
1899,turkish piastre,110.24,"Currency_Denzel (2010), 393-395.",Constantinople on London
1900,turkish piastre,110.1,"Currency_Denzel (2010), 393-395.",Constantinople on London
1901,turkish piastre,110.19,"Currency_Denzel (2010), 393-395.",Constantinople on London
1902,turkish piastre,110.06,"Currency_Denzel (2010), 393-395.",Constantinople on London
1903,turkish piastre,109.79,"Currency_Denzel (2010), 393-395.",Constantinople on London
1904,turkish piastre,109.99,"Currency_Denzel (2010), 393-395.",Constantinople on London
1905,turkish piastre,109.8,"Currency_Denzel (2010), 393-395.",Constantinople on London
1907,turkish piastre,109.24,"Currency_Denzel (2010), 393-395.",Constantinople on London
1908,turkish piastre,109.23,"Currency_Denzel (2010), 393-395.",Constantinople on London
1909,turkish piastre,109.88,"Currency_Denzel (2010), 393-395.",Constantinople on London
1910,turkish piastre,109.26,"Currency_Denzel (2010), 393-395.",Constantinople on London
1911,turkish piastre,109,"Currency_Denzel (2010), 393-395.",Constantinople on London
1912,turkish piastre,110.28,"Currency_Denzel (2010), 393-395.",Constantinople on London
1913,turkish piastre,110.22,"Currency_Denzel (2010), 393-395.",Constantinople on London
1914,turkish piastre,110.13,"Currency_Denzel (2010), 393-395.",Constantinople on London
1871,uruguayan peso,4.4444,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1872,uruguayan peso,4.6154,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1873,uruguayan peso,4.4809,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1874,uruguayan peso,4.6945,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
