year,reporting,partner,flow,expimp,nb,"group_concat(distinct partner)"
1938,"St. Vincent","Virgin Islands (Danish West Indies)",8.0,Exp,1,"St. Thomas"
1867,"Straits Settlements","Malaysia (British Malaya)",438750.0,Exp,1,"Malaysia (British Malaya) (other)"
1867,"Straits Settlements","Malaysia (British Malaya)",378347.0,Imp,1,"Malaysia (British Malaya) (other)"
1870,"Straits Settlements","Malaysia (British Malaya)",651100.0,Exp,1,"Malaysia (British Malaya) (other)"
1870,"Straits Settlements","Malaysia (British Malaya)",938640.0,Imp,1,"Malaysia (British Malaya) (other)"
1871,"Straits Settlements","Malaysia (British Malaya)",865530.0,Exp,1,"Malaysia (British Malaya) (other)"
1871,"Straits Settlements","Malaysia (British Malaya)",969685.0,Imp,1,"Malaysia (British Malaya) (other)"
1872,"Straits Settlements","Malaysia (British Malaya)",942369.0,Exp,1,"Malaysia (British Malaya) (other)"
1872,"Straits Settlements","Malaysia (British Malaya)",1257962.0,Imp,1,"Malaysia (British Malaya) (other)"
1873,"Straits Settlements","Malaysia (British Malaya)",746153.0,Exp,1,"Malaysia (British Malaya) (other)"
1873,"Straits Settlements","Malaysia (British Malaya)",843307.0,Imp,1,"Malaysia (British Malaya) (other)"
1874,"Straits Settlements","Malaysia (British Malaya)",740444.0,Exp,1,"Malaysia (British Malaya) (other)"
1874,"Straits Settlements","Malaysia (British Malaya)",904201.0,Imp,1,"Malaysia (British Malaya) (other)"
1875,"Straits Settlements","Malaysia (British Malaya)",866910.0,Exp,1,"Malaysia (British Malaya) (other)"
1875,"Straits Settlements","Malaysia (British Malaya)",1074195.0,Imp,1,"Malaysia (British Malaya) (other)"
1876,"Straits Settlements","Malaysia (British Malaya)",964768.0,Exp,1,"Malaysia (British Malaya) (other)"
1876,"Straits Settlements","Malaysia (British Malaya)",1006166.0,Imp,1,"Malaysia (British Malaya) (other)"
1877,"Straits Settlements","Malaysia (British Malaya)",727545.0,Exp,1,"Malaysia (British Malaya) (other)"
1877,"Straits Settlements","Malaysia (British Malaya)",1074806.0,Imp,1,"Malaysia (British Malaya) (other)"
1878,"Straits Settlements","Malaysia (British Malaya)",858960.0,Exp,1,"Malaysia (British Malaya) (other)"
1878,"Straits Settlements","Malaysia (British Malaya)",1154462.0,Imp,1,"Malaysia (British Malaya) (other)"
1879,"Straits Settlements","Malaysia (British Malaya)",1087086.0,Exp,1,"Malaysia (British Malaya) (other)"
1879,"Straits Settlements","Malaysia (British Malaya)",1286807.0,Imp,1,"Malaysia (British Malaya) (other)"
1880,"Straits Settlements","Malaysia (British Malaya)",936453.0,Exp,1,"Malaysia (British Malaya) (other)"
1880,"Straits Settlements","Malaysia (British Malaya)",1137252.0,Imp,1,"Malaysia (British Malaya) (other)"
1881,"Straits Settlements","Malaysia (British Malaya)",1249392.0,Exp,1,"Malaysia (British Malaya) (other)"
1881,"Straits Settlements","Malaysia (British Malaya)",1750667.0,Imp,1,"Malaysia (British Malaya) (other)"
1882,"Straits Settlements","Malaysia (British Malaya)",1623380.0,Exp,1,"Malaysia (British Malaya) (other)"
1882,"Straits Settlements","Malaysia (British Malaya)",2176302.0,Imp,1,"Malaysia (British Malaya) (other)"
1883,"Straits Settlements","Malaysia (British Malaya)",1601037.0,Exp,1,"Malaysia (British Malaya) (other)"
1883,"Straits Settlements","Malaysia (British Malaya)",2122300.0,Imp,1,"Malaysia (British Malaya) (other)"
1884,"Straits Settlements","Malaysia (British Malaya)",2071449.0,Exp,1,"Malaysia (British Malaya) (other)"
1884,"Straits Settlements","Malaysia (British Malaya)",2208275.0,Imp,1,"Malaysia (British Malaya) (other)"
1885,"Straits Settlements","Malaysia (British Malaya)",1676495.0,Exp,1,"Malaysia (British Malaya) (other)"
1885,"Straits Settlements","Malaysia (British Malaya)",2127376.0,Imp,1,"Malaysia (British Malaya) (other)"
1886,"Straits Settlements","Malaysia (British Malaya)",1898012.0,Exp,1,"Malaysia (British Malaya) (other)"
1886,"Straits Settlements","Malaysia (British Malaya)",2418789.0,Imp,1,"Malaysia (British Malaya) (other)"
1887,"Straits Settlements","Malaysia (British Malaya)",2043786.0,Exp,1,"Malaysia (British Malaya) (other)"
1887,"Straits Settlements","Malaysia (British Malaya)",3202063.0,Imp,1,"Malaysia (British Malaya) (other)"
1888,"Straits Settlements","Malaysia (British Malaya)",1980797.0,Exp,1,"Malaysia (British Malaya) (other)"
1888,"Straits Settlements","Malaysia (British Malaya)",3292260.0,Imp,1,"Malaysia (British Malaya) (other)"
1889,"Straits Settlements","Malaysia (British Malaya)",2249940.0,Exp,1,"Malaysia (British Malaya) (other)"
1889,"Straits Settlements","Malaysia (British Malaya)",3256830.0,Imp,1,"Malaysia (British Malaya) (other)"
1890,"Straits Settlements","Malaysia (British Malaya)",2459391.0,Exp,1,"Malaysia (British Malaya) (other)"
1890,"Straits Settlements","Malaysia (British Malaya)",3256830.0,Imp,1,"Malaysia (British Malaya) (other)"
1891,"Straits Settlements","Malaysia (British Malaya)",2313129.0,Exp,1,"Malaysia (British Malaya) (other)"
1891,"Straits Settlements","Malaysia (British Malaya)",3213306.0,Imp,1,"Malaysia (British Malaya) (other)"
1892,"Straits Settlements","Malaysia (British Malaya)",2430901.0,Exp,1,"Malaysia (British Malaya) (other)"
1892,"Straits Settlements","Malaysia (British Malaya)",3672793.0,Imp,1,"Malaysia (British Malaya) (other)"
1893,"Straits Settlements","Malaysia (British Malaya)",2268064.0,Exp,1,"Malaysia (British Malaya) (other)"
1893,"Straits Settlements","Malaysia (British Malaya)",3947240.0,Imp,1,"Malaysia (British Malaya) (other)"
1894,"Straits Settlements","Malaysia (British Malaya)",2321603.0,Exp,1,"Malaysia (British Malaya) (other)"
1894,"Straits Settlements","Malaysia (British Malaya)",4018380.0,Imp,1,"Malaysia (British Malaya) (other)"
1895,"Straits Settlements","Malaysia (British Malaya)",2419287.0,Exp,1,"Malaysia (British Malaya) (other)"
1895,"Straits Settlements","Malaysia (British Malaya)",4283400.0,Imp,1,"Malaysia (British Malaya) (other)"
1896,"Straits Settlements","Malaysia (British Malaya)",2520636.0,Exp,1,"Malaysia (British Malaya) (other)"
1896,"Straits Settlements","Malaysia (British Malaya)",4277101.0,Imp,1,"Malaysia (British Malaya) (other)"
1897,"Straits Settlements","Malaysia (British Malaya)",2327774.0,Exp,1,"Malaysia (British Malaya) (other)"
1897,"Straits Settlements","Malaysia (British Malaya)",3576922.0,Imp,1,"Malaysia (British Malaya) (other)"
1898,"Straits Settlements","Malaysia (British Malaya)",2618182.0,Exp,1,"Malaysia (British Malaya) (other)"
1898,"Straits Settlements","Malaysia (British Malaya)",3905817.0,Imp,1,"Malaysia (British Malaya) (other)"
1899,"Straits Settlements","Indonesia (Dutch East Indies)",59936.0,Exp,1,"Natuna Islands"
1899,"Straits Settlements","Indonesia (Dutch East Indies)",89160.0,Imp,1,"Natuna Islands"
1899,"Straits Settlements","Malaysia (British Malaya)",137209.0,Exp,1,"Malaysia (British Malaya) (other)"
1899,"Straits Settlements","Malaysia (British Malaya)",221683.0,Imp,1,"Malaysia (British Malaya) (other)"
1900,"Straits Settlements","Indonesia (Dutch East Indies)",60313.0,Exp,1,"Natuna Islands"
1900,"Straits Settlements","Indonesia (Dutch East Indies)",72431.0,Imp,1,"Natuna Islands"
1900,"Straits Settlements","Malaysia (British Malaya)",187716.0,Exp,1,"Malaysia (British Malaya) (other)"
1900,"Straits Settlements","Malaysia (British Malaya)",263819.0,Imp,1,"Malaysia (British Malaya) (other)"
1901,"Straits Settlements","Indonesia (Dutch East Indies)",65286.0,Exp,1,"Natuna Islands"
1901,"Straits Settlements","Indonesia (Dutch East Indies)",87591.0,Imp,1,"Natuna Islands"
1901,"Straits Settlements","Malaysia (British Malaya)",225900.0,Exp,1,"Malaysia (British Malaya) (other)"
1901,"Straits Settlements","Malaysia (British Malaya)",303772.0,Imp,1,"Malaysia (British Malaya) (other)"
1902,"Straits Settlements","Indonesia (Dutch East Indies)",79404.0,Exp,1,"Natuna Islands"
1902,"Straits Settlements","Indonesia (Dutch East Indies)",121832.0,Imp,1,"Natuna Islands"
1902,"Straits Settlements","Malaysia (British Malaya)",221508.0,Exp,1,"Malaysia (British Malaya) (other)"
1902,"Straits Settlements","Malaysia (British Malaya)",295077.0,Imp,1,"Malaysia (British Malaya) (other)"
1903,"Straits Settlements","Indonesia (Dutch East Indies)",71590.0,Exp,1,"Natuna Islands"
1903,"Straits Settlements","Indonesia (Dutch East Indies)",109047.0,Imp,1,"Natuna Islands"
1903,"Straits Settlements","Malaysia (British Malaya)",299150.0,Exp,1,"Malaysia (British Malaya) (other)"
1903,"Straits Settlements","Malaysia (British Malaya)",346655.0,Imp,1,"Malaysia (British Malaya) (other)"
1904,"Straits Settlements","Indonesia (Dutch East Indies)",66592.0,Exp,1,"Natuna Islands"
1904,"Straits Settlements","Indonesia (Dutch East Indies)",89107.0,Imp,1,"Natuna Islands"
1904,"Straits Settlements","Malaysia (British Malaya)",231389.0,Exp,1,"Malaysia (British Malaya) (other)"
1904,"Straits Settlements","Malaysia (British Malaya)",358793.0,Imp,1,"Malaysia (British Malaya) (other)"
1905,"Straits Settlements","Indonesia (Dutch East Indies)",68429.0,Exp,1,"Natuna Islands"
1905,"Straits Settlements","Indonesia (Dutch East Indies)",130358.0,Imp,1,"Natuna Islands"
1905,"Straits Settlements","Malaysia (British Malaya)",278218.0,Exp,1,"Malaysia (British Malaya) (other)"
1905,"Straits Settlements","Malaysia (British Malaya)",397829.0,Imp,1,"Malaysia (British Malaya) (other)"
1906,"Straits Settlements","Indonesia (Dutch East Indies)",63535.0,Exp,1,"Natuna Islands"
1906,"Straits Settlements","Indonesia (Dutch East Indies)",108962.0,Imp,1,"Natuna Islands"
1906,"Straits Settlements","Malaysia (British Malaya)",279540.0,Exp,1,"Malaysia (British Malaya) (other)"
1906,"Straits Settlements","Malaysia (British Malaya)",461451.0,Imp,1,"Malaysia (British Malaya) (other)"
1907,"Straits Settlements","Indonesia (Dutch East Indies)",69354.0,Exp,1,"Natuna Islands"
1907,"Straits Settlements","Indonesia (Dutch East Indies)",158199.0,Imp,1,"Natuna Islands"
1907,"Straits Settlements","Malaysia (British Malaya)",301648.0,Exp,1,"Malaysia (British Malaya) (other)"
1907,"Straits Settlements","Malaysia (British Malaya)",550444.0,Imp,1,"Malaysia (British Malaya) (other)"
1908,"Straits Settlements","Indonesia (Dutch East Indies)",62372.0,Exp,1,"Natuna Islands"
1908,"Straits Settlements","Indonesia (Dutch East Indies)",152068.0,Imp,1,"Natuna Islands"
1908,"Straits Settlements","Malaysia (British Malaya)",192826.0,Exp,1,"Malaysia (British Malaya) (other)"
1908,"Straits Settlements","Malaysia (British Malaya)",326209.0,Imp,1,"Malaysia (British Malaya) (other)"
1909,"Straits Settlements","Indonesia (Dutch East Indies)",52736.0,Exp,1,"Natuna Islands"
1909,"Straits Settlements","Indonesia (Dutch East Indies)",123599.0,Imp,1,"Natuna Islands"
1909,"Straits Settlements","Malaysia (British Malaya)",189921.0,Exp,1,"Malaysia (British Malaya) (other)"
1909,"Straits Settlements","Malaysia (British Malaya)",371107.0,Imp,1,"Malaysia (British Malaya) (other)"
1911,"Straits Settlements","Indonesia (Dutch East Indies)",56591.0,Exp,1,"Natuna Islands"
1911,"Straits Settlements","Indonesia (Dutch East Indies)",205273.0,Imp,1,"Natuna Islands"
1912,"Straits Settlements","Indonesia (Dutch East Indies)",66836.0,Exp,1,"Natuna Islands"
1912,"Straits Settlements","Indonesia (Dutch East Indies)",234199.0,Imp,1,"Natuna Islands"
1913,"Straits Settlements","Indonesia (Dutch East Indies)",70513.0,Exp,1,"Natuna Islands"
1913,"Straits Settlements","Indonesia (Dutch East Indies)",238911.0,Imp,1,"Natuna Islands"
1914,"Straits Settlements","Indonesia (Dutch East Indies)",69643.0,Exp,1,"Natuna Islands"
1914,"Straits Settlements","Indonesia (Dutch East Indies)",270878.0,Imp,1,"Natuna Islands"
1914,"Straits Settlements","Malaysia (British Malaya)",580296.0,Exp,1,"Malaysia (British Malaya) (other)"
1914,"Straits Settlements","Malaysia (British Malaya)",840605.0,Imp,1,"Malaysia (British Malaya) (other)"
1915,"Straits Settlements","Indonesia (Dutch East Indies)",58481.0,Exp,1,"Natuna Islands"
1915,"Straits Settlements","Indonesia (Dutch East Indies)",175288.0,Imp,1,"Natuna Islands"
1915,"Straits Settlements","Malaysia (British Malaya)",534767.0,Exp,1,"Malaysia (British Malaya) (other)"
1915,"Straits Settlements","Malaysia (British Malaya)",1106773.0,Imp,1,"Malaysia (British Malaya) (other)"
1916,"Straits Settlements","Indonesia (Dutch East Indies)",75660.0,Exp,1,"Natuna Islands"
1916,"Straits Settlements","Indonesia (Dutch East Indies)",142924.0,Imp,1,"Natuna Islands"
1916,"Straits Settlements","Malaysia (British Malaya)",694180.0,Exp,1,"Malaysia (British Malaya) (other)"
1916,"Straits Settlements","Malaysia (British Malaya)",1369936.0,Imp,1,"Malaysia (British Malaya) (other)"
1917,"Straits Settlements","Indonesia (Dutch East Indies)",87906.0,Exp,1,"Natuna Islands"
1917,"Straits Settlements","Indonesia (Dutch East Indies)",189957.0,Imp,1,"Natuna Islands"
1917,"Straits Settlements","Malaysia (British Malaya)",759628.0,Exp,1,"Malaysia (British Malaya) (other)"
1917,"Straits Settlements","Malaysia (British Malaya)",1436012.0,Imp,1,"Malaysia (British Malaya) (other)"
1918,"Straits Settlements","Indonesia (Dutch East Indies)",91572.0,Exp,1,"Natuna Islands"
1918,"Straits Settlements","Indonesia (Dutch East Indies)",156961.0,Imp,1,"Natuna Islands"
1918,"Straits Settlements","Malaysia (British Malaya)",748714.0,Exp,1,"Malaysia (British Malaya) (other)"
1918,"Straits Settlements","Malaysia (British Malaya)",1779098.0,Imp,1,"Malaysia (British Malaya) (other)"
1919,"Straits Settlements","Indonesia (Dutch East Indies)",137775.0,Exp,1,"Natuna Islands"
1919,"Straits Settlements","Indonesia (Dutch East Indies)",430270.0,Imp,1,"Natuna Islands"
1919,"Straits Settlements","Malaysia (British Malaya)",1101423.0,Exp,1,"Malaysia (British Malaya) (other)"
1919,"Straits Settlements","Malaysia (British Malaya)",1852945.0,Imp,1,"Malaysia (British Malaya) (other)"
1920,"Straits Settlements","Indonesia (Dutch East Indies)",97680.0,Exp,1,"Natuna Islands"
1920,"Straits Settlements","Indonesia (Dutch East Indies)",296350.0,Imp,1,"Natuna Islands"
1920,"Straits Settlements","Malaysia (British Malaya)",1465668.0,Exp,1,"Malaysia (British Malaya) (other)"
1920,"Straits Settlements","Malaysia (British Malaya)",1830207.0,Imp,1,"Malaysia (British Malaya) (other)"
1921,"Straits Settlements","Malaysia (British Malaya)",1146292.0,Exp,1,"Malaysia (British Malaya) (other)"
1921,"Straits Settlements","Malaysia (British Malaya)",1274633.0,Imp,1,"Malaysia (British Malaya) (other)"
1922,"Straits Settlements","Malaysia (British Malaya)",1001077.0,Exp,1,"Malaysia (British Malaya) (other)"
1922,"Straits Settlements","Malaysia (British Malaya)",1537098.0,Imp,1,"Malaysia (British Malaya) (other)"
1923,"Straits Settlements","Malaysia (British Malaya)",1278684.0,Exp,1,"Malaysia (British Malaya) (other)"
1923,"Straits Settlements","Malaysia (British Malaya)",2879667.0,Imp,1,"Malaysia (British Malaya) (other)"
1924,"Straits Settlements","Malaysia (British Malaya)",3662398.0,Exp,1,"Malaysia (British Malaya) (other)"
1924,"Straits Settlements","Malaysia (British Malaya)",8504648.0,Imp,1,"Malaysia (British Malaya) (other)"
1925,"Straits Settlements","Malaysia (British Malaya)",5294453.0,Exp,1,"Malaysia (British Malaya) (other)"
1925,"Straits Settlements","Malaysia (British Malaya)",18925917.0,Imp,1,"Malaysia (British Malaya) (other)"
1917,"Sudan (Anglo-Egyptian Sudan) (Mahdist State)","Indonesia (Dutch East Indies)",6440.57123123489,Imp,1,Sumatra
1920,"Sudan (Anglo-Egyptian Sudan) (Mahdist State)","Indonesia (Dutch East Indies)",118.837223474922,Exp,1,Java
1931,"Surinam (Dutch Guiana)","French Guiana",80.2917117660628,Imp,1,Cayenne
1931,"Surinam (Dutch Guiana)","Trinidad and Tobago",24563.3195521408,Imp,1,Trinidad
1931,"Surinam (Dutch Guiana)","Virgin Islands (Danish West Indies)",165.285590077541,Imp,1,"St. Thomas"
1932,"Surinam (Dutch Guiana)",India,5131.20586962726,Imp,1,"Kolkata (Calcutta)"
1932,"Surinam (Dutch Guiana)","Trinidad and Tobago",15776.1191968848,Imp,1,Trinidad
1932,"Surinam (Dutch Guiana)","Virgin Islands (Danish West Indies)",32.2203503732958,Imp,1,"St. Thomas"
1933,"Surinam (Dutch Guiana)","St. Vincent and the Grenadines",23.191263571746,Imp,1,"St. Vincent"
1933,"Surinam (Dutch Guiana)","Trinidad and Tobago",16200.493937488,Imp,1,Trinidad
1934,"Surinam (Dutch Guiana)","St. Vincent and the Grenadines",54.1340358728211,Imp,1,"St. Vincent"
1934,"Surinam (Dutch Guiana)","Trinidad and Tobago",20719.0336606772,Imp,1,Trinidad
1935,"Surinam (Dutch Guiana)","Trinidad and Tobago",27043.1850549293,Imp,1,Trinidad
1936,"Surinam (Dutch Guiana)","Trinidad and Tobago",20938.6276910718,Imp,1,Trinidad
1936,"Surinam (Dutch Guiana)","Virgin Islands (Danish West Indies)",231.935887219555,Imp,1,"St. Thomas"
1937,"Surinam (Dutch Guiana)","Trinidad and Tobago",30214.9940022654,Imp,1,Trinidad
1938,"Surinam (Dutch Guiana)",Philippines,676.336549749399,Imp,1,Manila
1938,"Surinam (Dutch Guiana)","Trinidad and Tobago",26989.5313592125,Imp,1,Trinidad
1829,Sweden,Denmark,62368.4033007039,Exp,1,"Denmark (other)"
1829,Sweden,Denmark,17528.6128661842,Imp,1,"Denmark (other)"
1829,Sweden,France,83823.8369345338,Exp,1,"France (other)"
1829,Sweden,France,27694.9216377698,Imp,1,"France (other)"
1829,Sweden,Netherlands,65883.9070895097,Exp,1,"Netherlands (other)"
1829,Sweden,Netherlands,3769.73107277514,Imp,1,"Netherlands (other)"
1830,Sweden,"Algeria (Regency of Algiers)",2074.68438537655,Exp,1,Algiers
1830,Sweden,Denmark,70298.5514948298,Exp,1,"Denmark (other)"
1830,Sweden,Denmark,22256.5315614026,Imp,1,"Denmark (other)"
1830,Sweden,Netherlands,76317.6079732191,Exp,1,"Netherlands (other)"
1830,Sweden,Netherlands,3101.66112955986,Imp,1,"Netherlands (other)"
1831,Sweden,"Algeria (Regency of Algiers)",395.170810048497,Exp,1,Algiers
1833,Sweden,"Algeria (Regency of Algiers)",4586.97350150428,Exp,1,Algiers
1834,Sweden,"Algeria (Regency of Algiers)",6555.12988718592,Exp,1,Algiers
1835,Sweden,"Algeria (Regency of Algiers)",3592.51755223301,Exp,1,Algiers
1860,Sweden,"Algeria (Regency of Algiers)",50244.1799552759,Exp,1,Algiers
1861,Sweden,"Algeria (Regency of Algiers)",20622.8886419303,Exp,1,Algiers
1862,Sweden,"Algeria (Regency of Algiers)",52229.8336362365,Exp,1,Algiers
1863,Sweden,"Algeria (Regency of Algiers)",24319.4477131874,Exp,1,Algiers
1864,Sweden,"Algeria (Regency of Algiers)",24463.5649628008,Exp,1,Algiers
1865,Sweden,"Algeria (Regency of Algiers)",49273.7430167598,Exp,1,Algiers
1866,Sweden,"Algeria (Regency of Algiers)",29725.0295861276,Exp,1,Algiers
1867,Sweden,"Algeria (Regency of Algiers)",34655.4998944784,Exp,1,Algiers
1868,Sweden,"Algeria (Regency of Algiers)",18359.4808469693,Exp,1,Algiers
1869,Sweden,"Algeria (Regency of Algiers)",45353.2297583558,Exp,1,Algiers
1870,Sweden,"Algeria (Regency of Algiers)",43854.2723088411,Exp,1,Algiers
1905,Sweden,"Russia (USSR)",401792.351650286,Exp,1,"European Russia"
1905,Sweden,"Russia (USSR)",1593677.15890153,Imp,1,"European Russia"
1906,Sweden,"Indonesia (Dutch East Indies)",49561.8463361903,Exp,1,"Sunda Islands"
1906,Sweden,"Indonesia (Dutch East Indies)",4200.89770744395,Imp,1,"Sunda Islands"
1906,Sweden,"Russia (USSR)",410456.590687108,Exp,1,"European Russia"
1906,Sweden,"Russia (USSR)",1940116.21909329,Imp,1,"European Russia"
1907,Sweden,"Indonesia (Dutch East Indies)",46941.2968424278,Exp,1,"Sunda Islands"
1907,Sweden,"Indonesia (Dutch East Indies)",8894.27522473969,Imp,1,"Sunda Islands"
1907,Sweden,"Russia (USSR)",591855.750764635,Exp,1,"European Russia"
1907,Sweden,"Russia (USSR)",1109815.22922628,Imp,1,"European Russia"
1908,Sweden,"Indonesia (Dutch East Indies)",37839.2600160388,Exp,1,"Sunda Islands"
1908,Sweden,"Indonesia (Dutch East Indies)",22336.0687253513,Imp,1,"Sunda Islands"
1908,Sweden,"Russia (USSR)",582837.282624219,Exp,1,"European Russia"
1908,Sweden,"Russia (USSR)",883531.292225554,Imp,1,"European Russia"
1909,Sweden,"Indonesia (Dutch East Indies)",68761.939286087,Exp,1,"Sunda Islands"
1909,Sweden,"Indonesia (Dutch East Indies)",11745.2366436532,Imp,1,"Sunda Islands"
1909,Sweden,"Russia (USSR)",769639.638155185,Exp,1,"European Russia"
1909,Sweden,"Russia (USSR)",1610790.91762922,Imp,1,"European Russia"
1909,Sweden,"Svalbard Is.",27.462417681403,Imp,1,Spitsbergen
1910,Sweden,"Indonesia (Dutch East Indies)",87873.3113673805,Exp,1,"Sunda Islands"
1910,Sweden,"Indonesia (Dutch East Indies)",31817.0236133992,Imp,1,"Sunda Islands"
1910,Sweden,"Russia (USSR)",972879.352004393,Exp,1,"European Russia"
1910,Sweden,"Russia (USSR)",1744262.82262493,Imp,1,"European Russia"
1910,Sweden,"Svalbard Is.",121.361889071938,Imp,1,Spitsbergen
1911,Sweden,"Indonesia (Dutch East Indies)",109289.175824176,Exp,1,"Sunda Islands"
1911,Sweden,"Indonesia (Dutch East Indies)",11497.4175824176,Imp,1,"Sunda Islands"
1911,Sweden,"Russia (USSR)",1258809.50549451,Exp,1,"European Russia"
1911,Sweden,"Russia (USSR)",1691243.57142857,Imp,1,"European Russia"
1911,Sweden,"Svalbard Is.",52.5274725274725,Exp,1,Spitsbergen
1911,Sweden,"Svalbard Is.",1349.94505494506,Imp,1,Spitsbergen
1912,Sweden,"Russia (USSR)",1483488.02362343,Exp,1,"European Russia"
1912,Sweden,"Russia (USSR)",1832717.51778344,Imp,1,"European Russia"
1912,Sweden,"Svalbard Is.",3981.51400720119,Imp,1,Spitsbergen
1913,Sweden,"Russia (USSR)",1777981.6599248,Exp,1,"European Russia"
1913,Sweden,"Russia (USSR)",1603922.5068789,Imp,1,"European Russia"
1913,Sweden,"Svalbard Is.",460.036614376076,Exp,1,Spitsbergen
1913,Sweden,"Svalbard Is.",2532.64051040879,Imp,1,Spitsbergen
1914,Sweden,"Russia (USSR)",1688768.94258178,Exp,1,"European Russia"
1914,Sweden,"Russia (USSR)",800509.2982218,Imp,1,"European Russia"
1914,Sweden,"Svalbard Is.",4796.30785937288,Imp,1,Spitsbergen
1915,Sweden,"Russia (USSR)",4140127.62476138,Exp,1,"European Russia"
1915,Sweden,"Russia (USSR)",1321077.50204527,Imp,1,"European Russia"
1915,Sweden,"Svalbard Is.",607.526588491955,Imp,1,Spitsbergen
1916,Sweden,"Svalbard Is.",4.92418555772407,Exp,1,Spitsbergen
1916,Sweden,"Svalbard Is.",12.0102086773758,Imp,1,Spitsbergen
1917,Sweden,"Svalbard Is.",5311.59610833553,Exp,1,Spitsbergen
1917,Sweden,"Svalbard Is.",131.475151196424,Imp,1,Spitsbergen
1918,Sweden,"Svalbard Is.",6.28200751109594,Exp,1,Spitsbergen
1918,Sweden,"Svalbard Is.",13237.5554796859,Imp,1,Spitsbergen
1919,Sweden,"Indonesia (Dutch East Indies)",62365.1937597826,Exp,1,"Sunda Islands"
1919,Sweden,"Indonesia (Dutch East Indies)",1755453.31017045,Imp,1,"Sunda Islands"
1919,Sweden,"Svalbard Is.",104.118291221613,Exp,1,Spitsbergen
1919,Sweden,"Svalbard Is.",126438.191231359,Imp,1,Spitsbergen
1920,Sweden,"Indonesia (Dutch East Indies)",384398.467090987,Exp,1,"Sunda Islands"
1920,Sweden,"Indonesia (Dutch East Indies)",2945079.18356418,Imp,1,"Sunda Islands"
1920,Sweden,"Svalbard Is.",60.4684632419798,Exp,1,Spitsbergen
1920,Sweden,"Svalbard Is.",314582.048006605,Imp,1,Spitsbergen
1921,Sweden,"Indonesia (Dutch East Indies)",366450.243002009,Exp,1,"Sunda Islands"
1921,Sweden,"Indonesia (Dutch East Indies)",291136.268049909,Imp,1,"Sunda Islands"
1921,Sweden,"Russia (USSR)",5191.07201271087,Exp,1,Siberia
1921,Sweden,"Svalbard Is.",101379.678956961,Imp,1,Spitsbergen
1922,Sweden,"Indonesia (Dutch East Indies)",367137.508710184,Exp,1,"Sunda Islands"
1922,Sweden,"Indonesia (Dutch East Indies)",40410.707326003,Imp,1,"Sunda Islands"
1922,Sweden,"Russia (USSR)",1816.7377260219,Exp,1,Siberia
1922,Sweden,"Russia (USSR)",8.85781436383177,Imp,1,Siberia
1922,Sweden,"Svalbard Is.",85547.0586151102,Imp,1,Spitsbergen
1923,Sweden,"Russia (USSR)",782.126795299579,Exp,1,Siberia
1923,Sweden,"Svalbard Is.",119626.809807051,Imp,1,Spitsbergen
1924,Sweden,"Russia (USSR)",8854.20986519055,Exp,1,Siberia
1924,Sweden,"Svalbard Is.",124755.594021024,Imp,1,Spitsbergen
1925,Sweden,"Russia (USSR)",9.72854577697726,Exp,1,Siberia
1925,Sweden,"Svalbard Is.",1.11183380308312,Exp,1,Spitsbergen
1925,Sweden,"Svalbard Is.",77353.6687735917,Imp,1,Spitsbergen
1926,Sweden,"Russia (USSR)",619999.614448276,Imp,1,"European Russia"
1926,Sweden,"Svalbard Is.",3.52504433844832,Exp,1,Spitsbergen
1926,Sweden,"Svalbard Is.",97.4895074852113,Imp,1,Spitsbergen
1926,Sweden,"United Kingdom",85300.0693993104,Exp,1,"Northern Ireland"
1926,Sweden,"United Kingdom",4539.4860044724,Imp,1,"Northern Ireland"
1927,Sweden,"Svalbard Is.",7.88747931605075,Exp,1,Spitsbergen
1927,Sweden,"Svalbard Is.",11.0314396028682,Imp,1,Spitsbergen
1927,Sweden,"United Kingdom",121794.539437397,Exp,1,"Northern Ireland"
1927,Sweden,"United Kingdom",2847.60066188638,Imp,1,"Northern Ireland"
1928,Sweden,"Russia (USSR)",479108.90816467,Imp,1,"European Russia"
1928,Sweden,"Svalbard Is.",2.20294644086466,Exp,1,Spitsbergen
1928,Sweden,"United Kingdom",174956.84978659,Exp,1,"Northern Ireland"
1928,Sweden,"United Kingdom",3513.47927853504,Imp,1,"Northern Ireland"
1929,Sweden,Australia,18412.118003276,Exp,1,"Australia (other)"
1929,Sweden,Australia,19222.7424896728,Imp,1,"Australia (other)"
1929,Sweden,"Svalbard Is.",1033.76958586343,Exp,1,Spitsbergen
1929,Sweden,"United Kingdom",182203.930133413,Exp,1,"Northern Ireland"
1929,Sweden,"United Kingdom",14420.0488646955,Imp,1,"Northern Ireland"
1930,Sweden,Australia,11938.9039825061,Exp,1,"Australia (other)"
1930,Sweden,Australia,7525.4014534049,Imp,1,"Australia (other)"
1930,Sweden,"Svalbard Is.",156.439820643651,Exp,1,Spitsbergen
1930,Sweden,"United Kingdom",309976.80736863,Exp,1,"Northern Ireland"
1930,Sweden,"United Kingdom",25193.8241335896,Imp,1,"Northern Ireland"
1931,Sweden,Australia,11882.0302851612,Exp,1,"Australia (other)"
1931,Sweden,Australia,1957.29814528422,Imp,1,"Australia (other)"
1931,Sweden,"Svalbard Is.",208.891954739149,Exp,1,Spitsbergen
