slug,acronym,source_category,author,name,edition_date,country,pages,volume_number,volume_date,flow_date,notes,shelf_number
Documents sur le commerce extérieur. Pérou. Faits commerciaux n°1. 3ème série des Avis divers (mai 1845°. BNF : LC5-138 (DG),ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,mai 1845,Pérou,,FC1,,,,BNF: LC5-138 (DG)
Documents sur le commerce extérieur. Villes anséatiques. Faits commerciaux. N° 1 [BNF : LC5-138 (EF)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Villes anséatiques,,FC1,,,,BNF: LC5-138 (EF)
Documents sur le commerce extérieur. Villes anséatiques. Faits commerciaux. N° 2 [BNF : LC5-138 (EF)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Villes anséatiques,,FC2,,,,BNF: LC5-138 (EF)
Documents sur le commerce extérieur. Villes anséatiques. Faits commerciaux. N° 4 [BNF : LC5-138 (EF)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Villes anséatiques,,FC4,,,,BNF: LC5-138 (EF)
Documents sur le commerce extérieur.Association allemande. Faits commerciaux. N° 11 [BNF : LC5-138 (AH)],ACE-3,statistical series,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Association allemande,,FC11,,,,BNF: LC5-138 (AH)
Estadística comercial de la Republica de Chile (1844-1913),EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1844-1913,,,
Estadística comercial de la Republica de Chile. 1844,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1844,,,
Estadística comercial de la Republica de Chile. 1845,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1845,,,
Estadística comercial de la Republica de Chile. 1846,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1846,,,
Estadística comercial de la Republica de Chile. 1847,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1847,,,
Estadística comercial de la Republica de Chile. 1848,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1848,,,
Estadística comercial de la Republica de Chile. 1849,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1849,,,
Estadística comercial de la Republica de Chile. 1850,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1850,,,
Estadística comercial de la Republica de Chile. 1851,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1851,,,
Estadística comercial de la Republica de Chile. 1852,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1852,,,
Estadística comercial de la Republica de Chile. 1854,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1854,,,
Estadística comercial de la Republica de Chile. 1857,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1857,,,
Estadística comercial de la Republica de Chile. 1859,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1859,,,
Estadística comercial de la Republica de Chile. 1860,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1860,,,
Estadística comercial de la Republica de Chile. 1866,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1866,,,
Estadística comercial de la Republica de Chile. 1867,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1867,,,
Estadística comercial de la Republica de Chile. 1868,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1868,,,
Estadística comercial de la Republica de Chile. 1870,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1870,,,
Estadística comercial de la Republica de Chile. 1872,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1872,,,
Estadística comercial de la Republica de Chile. 1874,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1874,,,
Estadística comercial de la Republica de Chile. 1876,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1876,,,
Estadística comercial de la Republica de Chile. 1878,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1878,,,
Estadística comercial de la Republica de Chile. 1880,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1880,,,
Estadística comercial de la Republica de Chile. 1881,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1881,,,
Estadística comercial de la Republica de Chile. 1883,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1883,,,
Estadística comercial de la Republica de Chile. 1885,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1885,,,
Estadística comercial de la Republica de Chile. 1887,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1887,,,
Estadística comercial de la Republica de Chile. 1889,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1889,,,
Estadística comercial de la Republica de Chile. 1891,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1891,,,
Estadística comercial de la Republica de Chile. 1892,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1892,,,
Estadística comercial de la Republica de Chile. 1894,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1894,,,
Estadística comercial de la Republica de Chile. 1896,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1896,,,
Estadística comercial de la Republica de Chile. 1898,EC-CHL,statistical series,,Estadística comercial de la República de Chile,,,,,1898,,,
Estadística general del comercio exterior de España. 1849,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1849,,,
Estadística general del comercio exterior de España. 1850,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1850,,,
Estadística general del comercio exterior de España. 1851,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1851,,,
Estadística general del comercio exterior de España. 1852,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1852,,,
Estadística general del comercio exterior de España. 1853,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1853,,,
Estadística general del comercio exterior de España. 1854,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1854,,,
Estadística general del comercio exterior de España. 1855,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1855,,,
Estadística general del comercio exterior de España. 1856,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1856,,,
Estadística general del comercio exterior de España. 1857,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1857,,,
Estadística general del comercio exterior de España. 1858,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1858,,,
Estadística general del comercio exterior de España. 1859,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1859,,,
Estadística general del comercio exterior de España. 1860,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1860,,,
Estadística general del comercio exterior de España. 1861,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1861,,,
Estadística general del comercio exterior de España. 1862,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1862,,,
Estadística general del comercio exterior de España. 1863,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1863,,,
Estadística general del comercio exterior de España. 1864,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1864,,,
Estadística general del comercio exterior de España. 1865,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1865,,,
Estadística general del comercio exterior de España. 1866,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1866,,,
Estadística general del comercio exterior de España. 1867,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1867,,,
Estadística general del comercio exterior de España. 1868,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1868,,,
Estadística general del comercio exterior de España. 1871,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1871,,,
Estadística general del comercio exterior de España. 1872,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1872,,,
Estadística general del comercio exterior de España. 1873,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1873,,,
Estadística general del comercio exterior de España. 1874,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1874,,,
Estadística general del comercio exterior de España. 1875,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1875,,,
Estadística general del comercio exterior de España. 1876,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1876,,,
Estadística general del comercio exterior de España. 1877,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1877,,,
Estadística general del comercio exterior de España. 1878,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1878,,,
Estadística general del comercio exterior de España. 1879,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1879,,,
Estadística general del comercio exterior de España. 1880,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1880,,,
Estadística general del comercio exterior de España. 1882,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1882,,,
Estadística general del comercio exterior de España. 1883,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1883,,,
Estadística general del comercio exterior de España. 1884,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1884,,,
Estadística general del comercio exterior de España. 1885,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1885,,,
Estadística general del comercio exterior de España. 1886,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1886,,,
Estadística general del comercio exterior de España. 1887,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1887,,,
Estadística general del comercio exterior de España. 1888,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1888,,,
Estadística general del comercio exterior de España. 1889,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1889,,,
Estadística general del comercio exterior de España. 1890,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1890,,,
Estadística general del comercio exterior de España. 1891,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1891,,,
Estadística general del comercio exterior de España. 1892,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1892,,,
Estadística general del comercio exterior de España. 1893,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1893,,,
Estadística general del comercio exterior de España. 1894,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1894,,,
Estadística general del comercio exterior de España. 1895,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1895,,,
Estadística general del comercio exterior de España. 1896,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1896,,,
Estadística general del comercio exterior de España. 1897,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1897,,,
Estadística general del comercio exterior de España. 1898,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1898,,,
Estadística general del comercio exterior de España. 1899,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1899,,,
Estadística general del comercio exterior de España. 1900,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1900,,,
Estadística general del comercio exterior de España. 1901,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1901,,,
Estadística general del comercio exterior de España. 1902,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1902,,,
Estadística general del comercio exterior de España. 1903,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1903,,,
Estadística general del comercio exterior de España. 1904,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1904,,,
Estadística general del comercio exterior de España. 1905,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1905,,,
Estadística general del comercio exterior de España. 1906,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1906,,,
Estadística general del comercio exterior de España. 1907,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1907,,,
Estadística general del comercio exterior de España. 1908,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1908,,,
Estadística general del comercio exterior de España. 1909,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1909,,,
Estadística general del comercio exterior de España. 1910,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1910,,,
Estadística general del comercio exterior de España. 1911,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1911,,,
Estadística general del comercio exterior de España. 1912,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1912,,,
Estadística general del comercio exterior de España. 1913,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1913,,,
Estadística general del comercio exterior de España. 1914,EC-SP,statistical series,Dirección general de aduanas,Estadística general del comercio exterior de España,,,,,1914,,,
"Extraits d'Avis Divers, XL, Décembre 1839.",ACE-1,statistical series,Ministère de l'Agriculture et du Commerce,Extraits d'Avis Divers. 1e série Avis divers,dec. 1839,,,FC40,,,,
"Extraits d'Avis divers, XX, Décembre 1834.",ACE-1,statistical series,Ministère de l'Agriculture et du Commerce,Extraits d'Avis Divers. 1e série Avis divers,dec. 1834,,,FC20,,,,
