year,modified_currency,rate_to_pounds,source,notes
1894,argentine peso nacional,17.809,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1895,argentine peso nacional,17.464,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1896,argentine peso nacional,14.978,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1897,argentine peso nacional,14.71,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1898,argentine peso nacional,13.029,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1899,argentine peso nacional,11.238,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1900,argentine peso nacional,11.59,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1901,argentine peso nacional,11.72,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1902,argentine peso nacional,11.723,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1903,argentine peso nacional,11.311,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1904,argentine peso nacional,11.341,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1905,argentine peso nacional,11.347,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1906,argentine peso nacional,11.348,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1907,argentine peso nacional,11.29,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1908,argentine peso nacional,11.348,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1909,argentine peso nacional,11.227,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1910,argentine peso nacional,11.361,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1911,argentine peso nacional,11.401,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1912,argentine peso nacional,11.347,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1913,argentine peso nacional,11.412,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1914,argentine peso nacional,11.115,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1915,argentine peso nacional,11.361,SchneiderJSchwarzerOMDenzel_WährungenDerWelt_LateinamerikanischeDevisenkurzeIm19Und20Jahrhundert_19th20th_Volvii_217218,"Buenos Aires on London, 90 Tage."
1916,argentine peso nacional,11.463568,MémorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,
1917,argentine peso nacional,11.463568,MémorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,
1918,argentine peso nacional,11.463568,MémorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,
1919,argentine peso nacional,11.463568,MémorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,
1920,argentine peso nacional,11.463568,MémorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,
1921,argentine peso nacional,11.463568,MémorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,
1922,argentine peso nacional,11.463568,MémorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,
1923,argentine peso nacional,11.463568,MémorandumSurLeCommerceInternationalEtSurLesBalancesDesPaiements_19121926_Vol2,
1924,argentine peso nacional,12.8564777092,StatisticalYearbookOfTheLeagueOfNations,
1925,argentine peso nacional,12.0076586433,StatisticalYearbookOfTheLeagueOfNations,
1926,argentine peso nacional,11.9630617689,StatisticalYearbookOfTheLeagueOfNations,
1927,argentine peso nacional,11.4751776398,StatisticalYearbookOfTheLeagueOfNations,
1928,argentine peso nacional,11.4631675658,StatisticalYearbookOfTheLeagueOfNations,
1929,argentine peso nacional,11.6029182646,StatisticalYearbookOfTheLeagueOfNations,
1930,argentine peso nacional,13.2340192906,StatisticalYearbookOfTheLeagueOfNations,
1931,argentine peso nacional,15.4508002634,StatisticalYearbookOfTheLeagueOfNations,
1932,argentine peso nacional,13.6244000311,StatisticalYearbookOfTheLeagueOfNations,
1933,argentine peso nacional,13.1558672659,StatisticalYearbookOfTheLeagueOfNations,
1934,argentine peso nacional,14.9861145692,StatisticalYearbookOfTheLeagueOfNations,
1935,argentine peso nacional,15.0145818057,StatisticalYearbookOfTheLeagueOfNations,
1936,argentine peso nacional,15.0122403854,StatisticalYearbookOfTheLeagueOfNations,
1937,argentine peso nacional,14.999096336,StatisticalYearbookOfTheLeagueOfNations,
1938,argentine peso nacional,14.9902719871,StatisticalYearbookOfTheLeagueOfNations,
1924,australian pound,0.98231827112,StatisticalYearbookOfTheLeagueOfNations,
1925,australian pound,0.98814229249,StatisticalYearbookOfTheLeagueOfNations,
1926,australian pound,0.999000999001,StatisticalYearbookOfTheLeagueOfNations,
1927,australian pound,1.00300902708,StatisticalYearbookOfTheLeagueOfNations,
1928,australian pound,1.00704934542,StatisticalYearbookOfTheLeagueOfNations,
1929,australian pound,1.01011315501,StatisticalYearbookOfTheLeagueOfNations,
1930,australian pound,1.0605008375,StatisticalYearbookOfTheLeagueOfNations,
1931,australian pound,1.29084811582,StatisticalYearbookOfTheLeagueOfNations,
1932,australian pound,1.25216362106,StatisticalYearbookOfTheLeagueOfNations,
1933,australian pound,1.25644723739,StatisticalYearbookOfTheLeagueOfNations,
1934,australian pound,1.25864545922,StatisticalYearbookOfTheLeagueOfNations,
1935,australian pound,1.26159300604,StatisticalYearbookOfTheLeagueOfNations,
1936,australian pound,1.25517640525,StatisticalYearbookOfTheLeagueOfNations,
1937,australian pound,1.25521980842,StatisticalYearbookOfTheLeagueOfNations,
1938,australian pound,1.25368948406,StatisticalYearbookOfTheLeagueOfNations,
1939,australian pound,1.25406894644,StatisticalYearbookOfTheLeagueOfNations,
1818,austria-hungary guilder,8.893,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1819,austria-hungary guilder,9.12,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1820,austria-hungary guilder,9.78,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1821,austria-hungary guilder,9.94,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1822,austria-hungary guilder,10.05,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1823,austria-hungary guilder,10.02,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1824,austria-hungary guilder,9.52,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1825,austria-hungary guilder,9.46,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1826,austria-hungary guilder,10.42,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1827,austria-hungary guilder,9.64,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1828,austria-hungary guilder,9.51,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1829,austria-hungary guilder,9.54,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1830,austria-hungary guilder,9.98,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1831,austria-hungary guilder,9.49,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1832,austria-hungary guilder,9.72,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1833,austria-hungary guilder,9.55,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1834,austria-hungary guilder,9.46,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1835,austria-hungary guilder,9.59,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1836,austria-hungary guilder,9.57,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1837,austria-hungary guilder,9.88,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1838,austria-hungary guilder,9.82,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1839,austria-hungary guilder,9.49,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1840,austria-hungary guilder,9.48,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1841,austria-hungary guilder,9.4,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1842,austria-hungary guilder,9.43,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1843,austria-hungary guilder,9.49,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1844,austria-hungary guilder,9.42,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1845,austria-hungary guilder,9.49,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1846,austria-hungary guilder,9.6,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1847,austria-hungary guilder,9.62,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1848,austria-hungary guilder,10.91,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1849,austria-hungary guilder,11.31,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1850,austria-hungary guilder,11.55,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1851,austria-hungary guilder,12.26,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1852,austria-hungary guilder,11.76,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1853,austria-hungary guilder,10.63,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1854,austria-hungary guilder,12.27,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1855,austria-hungary guilder,11.67,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1856,austria-hungary guilder,10.25,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1857,austria-hungary guilder,10.24,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1858,austria-hungary guilder,10.887,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Konventionskurant.
1859,austria-hungary guilder,12.06,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Österreichische Währung.
1860,austria-hungary guilder,13.08,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Österreichische Währung.
1861,austria-hungary guilder,14.22,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Österreichische Währung.
1862,austria-hungary guilder,13.03,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Vienna on London. In Guilders Österreichische Währung.
1863,austria-hungary guilder,11.3479,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1864,austria-hungary guilder,11.5975,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1865,austria-hungary guilder,10.8946,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1866,austria-hungary guilder,12.0529,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1867,austria-hungary guilder,12.6016,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1868,austria-hungary guilder,11.6388,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1869,austria-hungary guilder,12.3758,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1870,austria-hungary guilder,12.4013,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1871,austria-hungary guilder,12.1271,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1872,austria-hungary guilder,11.0404,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1873,austria-hungary guilder,11.0896,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1874,austria-hungary guilder,11.0908,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1875,austria-hungary guilder,11.1788,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1876,austria-hungary guilder,12.1327,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1877,austria-hungary guilder,12.2171,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1878,austria-hungary guilder,11.7858,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1879,austria-hungary guilder,11.6613,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1880,austria-hungary guilder,11.7792,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1881,austria-hungary guilder,11.7842,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1882,austria-hungary guilder,11.96,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1883,austria-hungary guilder,11.9908,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1884,austria-hungary guilder,12.1988,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1885,austria-hungary guilder,12.4921,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1886,austria-hungary guilder,12.5963,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1887,austria-hungary guilder,12.6542,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1888,austria-hungary guilder,12.4225,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1889,austria-hungary guilder,11.955,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1890,austria-hungary guilder,11.6058,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1891,austria-hungary guilder,11.68,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1892,austria-hungary guilder,11.9317,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1893,austria-hungary guilder,12.3817,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1894,austria-hungary guilder,12.4738,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1895,austria-hungary guilder,12.1729,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1896,austria-hungary guilder,12.0083,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1897,austria-hungary guilder,11.9667,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1898,austria-hungary guilder,12.0271,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1899,austria-hungary guilder,12.0475,JobstCTScheiber_AustriahungaryFrom1863To1914_93,
1900,austria-hungary guilder,12.08875,JobstCTScheiber_AustriahungaryFrom1863To1914_93,1 guilder/florin = 2 crowns
1901,austria-hungary guilder,11.9802,JobstCTScheiber_AustriahungaryFrom1863To1914_93,1 guilder/florin = 2 crowns
1902,austria-hungary guilder,11.98195,JobstCTScheiber_AustriahungaryFrom1863To1914_93,1 guilder/florin = 2 crowns
1903,austria-hungary guilder,11.96645,JobstCTScheiber_AustriahungaryFrom1863To1914_93,1 guilder/florin = 2 crowns
1904,austria-hungary guilder,11.97085,JobstCTScheiber_AustriahungaryFrom1863To1914_93,1 guilder/florin = 2 crowns
1905,austria-hungary guilder,12.0027,JobstCTScheiber_AustriahungaryFrom1863To1914_93,1 guilder/florin = 2 crowns
1906,austria-hungary guilder,12.0198,JobstCTScheiber_AustriahungaryFrom1863To1914_93,1 guilder/florin = 2 crowns
1907,austria-hungary guilder,12.0481,JobstCTScheiber_AustriahungaryFrom1863To1914_93,1 guilder/florin = 2 crowns
1908,austria-hungary guilder,11.9918,JobstCTScheiber_AustriahungaryFrom1863To1914_93,1 guilder/florin = 2 crowns
1909,austria-hungary guilder,12.00075,JobstCTScheiber_AustriahungaryFrom1863To1914_93,1 guilder/florin = 2 crowns
1910,austria-hungary guilder,12.02065,JobstCTScheiber_AustriahungaryFrom1863To1914_93,1 guilder/florin = 2 crowns
1911,austria-hungary guilder,12.0199,JobstCTScheiber_AustriahungaryFrom1863To1914_93,1 guilder/florin = 2 crowns
1912,austria-hungary guilder,12.06215,JobstCTScheiber_AustriahungaryFrom1863To1914_93,1 guilder/florin = 2 crowns
1913,austria-hungary guilder,12.065,JobstCTScheiber_AustriahungaryFrom1863To1914_93,1 guilder/florin = 2 crowns
1818,austria-hungary krone,17.786,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1819,austria-hungary krone,18.24,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1820,austria-hungary krone,19.56,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1821,austria-hungary krone,19.88,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
1822,austria-hungary krone,20.1,DenzelMA_HandbookOfWorldExchangeRates15901914_262265,Estimated from 1 Austria-Hungary Krone = 2 Austria-Hungary Guilder. Vienna on London
