bibliographic reference,author,name,country,volume_number,volume_date,editor,edition_date,pages,shelf_number,URL,source_category,type,notes
"Estadística general del comercio exterior de España, 1877. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1877,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1878. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1878,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1879. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1879,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1880. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1880,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1881. Dirección general de aduanas. pp. 567, Insee_E-6.",,Estadística general del comercio exterior de España,,,1881,Dirección general de aduanas,,pp. 567,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1882. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1882,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1883. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1883,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1884. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1884,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1885. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1885,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1886. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1886,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1887. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1887,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1888. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1888,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1889. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1889,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1890. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1890,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1891. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1891,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1892. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1892,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1893. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1893,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1894. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1894,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1895. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1895,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1896. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1896,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1897. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1897,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1898. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1898,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1899. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1899,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1900. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1900,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1901. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1901,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1902. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1902,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1903. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1903,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1904. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1904,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1905. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1905,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1906. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1906,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1907. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1907,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1908. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1908,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1909. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1909,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1910. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1910,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1911. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1911,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1912. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1912,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1913. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1913,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1914. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1914,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, vol.1, 1915. Dirección general de aduanas. pp. XII-XV, Insee_E-6.",,Estadística general del comercio exterior de España,,vol.1,1915,Dirección general de aduanas,,pp. XII-XV,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, vol.1, 1916. Dirección general de aduanas. pp. 975-977, Insee_E-6.",,Estadística general del comercio exterior de España,,vol.1,1916,Dirección general de aduanas,,pp. 975-977,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1917. Dirección general de aduanas. pp. 943-945, Insee_E-6.",,Estadística general del comercio exterior de España,,,1917,Dirección general de aduanas,,pp. 943-945,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1918. Dirección general de aduanas. pp. 1623-1625, Insee_E-6.",,Estadística general del comercio exterior de España,,,1918,Dirección general de aduanas,,pp. 1623-1625,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1919. Dirección general de aduanas. pp. 1681-1683, Insee_E-6.",,Estadística general del comercio exterior de España,,,1919,Dirección general de aduanas,,pp. 1681-1683,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, vol.1, 1921. Dirección general de aduanas. pp. XII-XV, Insee_E-6.",,Estadística general del comercio exterior de España,,vol.1,1921,Dirección general de aduanas,,pp. XII-XV,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, vol.2, 1921. Dirección general de aduanas. pp. VIII-XI, Insee_E-6.",,Estadística general del comercio exterior de España,,vol.2,1921,Dirección general de aduanas,,pp. VIII-XI,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, vol.2, 1922. Dirección general de aduanas. pp. XVII-XIX, Insee_E-6.",,Estadística general del comercio exterior de España,,vol.2,1922,Dirección general de aduanas,,pp. XVII-XIX,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1924. Dirección general de aduanas. pp. 12-13, Insee_E-6.",,Estadística general del comercio exterior de España,,,1924,Dirección general de aduanas,,pp. 12-13,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, vol.2, 1927. Dirección general de aduanas. pp. XIV-XVIII, Insee_E-6.",,Estadística general del comercio exterior de España,,vol.2,1927,Dirección general de aduanas,,pp. XIV-XVIII,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, vol.2, 1928. Dirección general de aduanas. pp. XIV-XVIII, Insee_E-6.",,Estadística general del comercio exterior de España,,vol.2,1928,Dirección general de aduanas,,pp. XIV-XVIII,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, vol.2, 1930. Dirección general de aduanas. pp. 18-22, Insee_E-6.",,Estadística general del comercio exterior de España,,vol.2,1930,Dirección general de aduanas,,pp. 18-22,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, vol.2, 1931. Dirección general de aduanas. pp. 18-22, Insee_E-6.",,Estadística general del comercio exterior de España,,vol.2,1931,Dirección general de aduanas,,pp. 18-22,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, vol.2, 1934. Dirección general de aduanas. pp. 18-22, Insee_E-6.",,Estadística general del comercio exterior de España,,vol.2,1934,Dirección general de aduanas,,pp. 18-22,Insee_E-6,,statistical series,primary,
"Estatistica comercial. Colónia de Angola, 1933. pp. 13, Insee_AN-16.",,Estatistica comercial. Colónia de Angola,,,1933,,,pp. 13,Insee_AN-16,,statistical series,primary,
"Estatistica comercial. Colónia de Angola, 1933. pp. 8-9, Insee_AN-6.",,Estatistica comercial. Colónia de Angola,,,1933,,,pp. 8-9,Insee_AN-6,,statistical series,primary,
"Estatistica comercial. Colónia de Angola, 1934. pp. 8-9, Insee_AN-6.",,Estatistica comercial. Colónia de Angola,,,1934,,,pp. 8-9,Insee_AN-6,,statistical series,primary,
"Estatistica comercial. Colónia de Angola, 1936. pp. X-XI, Insee_AN-6.",,Estatistica comercial. Colónia de Angola,,,1936,,,pp. X-XI,Insee_AN-6,,statistical series,primary,
"Estatistica comercial. Colónia de Angola, 1937. pp. 10-11, Insee_AN-6.",,Estatistica comercial. Colónia de Angola,,,1937,,,pp. 10-11,Insee_AN-6,,statistical series,primary,
"Estatistica comercial. Colónia de Angola, 1938. pp. VI, Insee_AN-6.",,Estatistica comercial. Colónia de Angola,,,1938,,,pp. VI,Insee_AN-6,,statistical series,primary,
"Estatistica comercial. Colónia de Angola, 1938. pp. XXII-XXIII, Insee_AN-6.",,Estatistica comercial. Colónia de Angola,,,1938,,,pp. XXII-XXIII,Insee_AN-6,,statistical series,primary,
"Estatistica comercial. Colónia de Angola, 1938. pp. XXVIII, Insee_AN-6.",,Estatistica comercial. Colónia de Angola,,,1938,,,pp. XXVIII,Insee_AN-6,,statistical series,primary,
"Estatística de Portugal. Commercio do continente do Reino e ilhas adjacentes com paizes estrangeiros e com as provincias portuguezas do Ultramar , 1881. pp. XX, BnF_FOL-OW-152, https://www.ine.pt/xportal/xmain?xpid=INE&xpgid=ine_publicacoes&PUBLICACOESpagenumber=1&PUBLICACOEScoleccao=11353896&PUBLICACOEStipo=ea&selTab=tab0.",,Estatística de Portugal. Commercio do continente do Reino e ilhas adjacentes com paizes estrangeiros e com as provincias portuguezas do Ultramar ,,,1881,,,pp. XX,BnF_FOL-OW-152,https://www.ine.pt/xportal/xmain?xpid=INE&xpgid=ine_publicacoes&PUBLICACOESpagenumber=1&PUBLICACOEScoleccao=11353896&PUBLICACOEStipo=ea&selTab=tab0,statistical series,primary,
